% Deli. Qty to Traded Qty,Close Price,Code,Date,Deliverable Quantity,High Price,Low Price,No. of Trades,No.of Shares,Open Price,Spread Close-Open,Spread High-Low,Total Turnover (Rs.),Unix Date,WAP,Company
39.81,155.35,500052.0,2021-05-14,59190.0,158.95,152.2,1795.0,148673.0,152.2,3.1500000000000057,6.75,23213926.0,1620930600.0,156.14083256542884,BHANSALI ENGINEERING POLYMERS LTD
52.49,97.3,500055.0,2021-05-14,1877826.0,104.55,96.4,31907.0,3577646.0,101.3,-4.0,8.149999999999991,353901727.0,1620930600.0,98.92027523125542,TATA STEEL BSL LTD
64.84,63.9,500060.0,2021-05-14,3085.0,65.0,63.4,230.0,4758.0,64.5,-0.6000000000000014,1.6000000000000014,305434.0,1620930600.0,64.19377889869693,BIRLA CABLE LTD
50.06,808.25,500067.0,2021-05-14,4236.0,824.0,804.0,955.0,8461.0,812.1,-3.8500000000000227,20.0,6866909.0,1620930600.0,811.5954378915022,BLUE STAR LTD
80.63,4669.1,500068.0,2021-05-14,154.0,4974.45,4540.0,56.0,191.0,4974.4,-305.2999999999993,434.4499999999998,891029.0,1620930600.0,4665.073298429319,DISA INDIA LTD
100.0,190.55,500069.0,2021-05-14,1831.0,191.95,189.35,10.0,1831.0,191.3,-0.75,2.5999999999999943,350848.0,1620930600.0,191.61551064991806,BNK CAPITAL MARKETS LTD
53.21,39.2,500074.0,2021-05-14,127062.0,39.2,35.9,1595.0,238806.0,39.2,0.0,3.3000000000000043,9257780.0,1620930600.0,38.76694890413139,BPL LTD
55.04,811.2,500078.0,2021-05-14,3556.0,840.1,788.95,509.0,6461.0,801.0,10.200000000000045,51.14999999999998,5254994.0,1620930600.0,813.3406593406594,ORIENTAL AROMATICS LTD
70.4,6.84,500083.0,2021-05-14,89204.0,7.89,6.65,1003.0,126714.0,7.89,-1.0499999999999998,1.2399999999999993,898985.0,1620930600.0,7.094598860425841,CENTURY EXTRUSIONS LTD
22.0,674.1,500084.0,2021-05-14,12256.0,679.0,657.6,1578.0,55715.0,674.0,0.10000000000002274,21.399999999999977,37468027.0,1620930600.0,672.4944269945257,CESC LTD
31.29,270.5,500085.0,2021-05-14,284121.0,280.95,258.2,17917.0,907892.0,259.9,10.600000000000023,22.75,247597896.0,1620930600.0,272.7173452348958,CHAMBAL FERTILISERS  CHEMICALS LTD
41.27,181.45,500086.0,2021-05-14,152889.0,188.8,181.0,7418.0,370419.0,188.8,-7.350000000000023,7.800000000000011,67908516.0,1620930600.0,183.3289221125266,EXIDE INDUSTRIES LTD
28.55,904.1,500087.0,2021-05-14,225553.0,920.95,901.0,21788.0,790000.0,909.0,-4.899999999999977,19.950000000000045,719264814.0,1620930600.0,910.4617898734177,CIPLA LTD
98.76,392.0,500089.0,2021-05-14,1192.0,399.0,392.0,20.0,1207.0,393.3,-1.3000000000000114,7.0,473448.0,1620930600.0,392.25186412593206,DIC INDIA LTD
44.33,1913.1,500092.0,2021-05-14,1068.0,1960.0,1885.5,342.0,2409.0,1960.0,-46.90000000000009,74.5,4625248.0,1620930600.0,1919.9867164798673,CRISIL LTD
36.58,85.55,500093.0,2021-05-14,152697.0,87.8,83.2,2415.0,417439.0,84.15,1.3999999999999915,4.599999999999994,35753349.0,1620930600.0,85.64927809811734,CG POWER AND INDUSTRIAL SOLUTIONS LTD
50.94,534.8,500096.0,2021-05-14,113194.0,538.3,529.55,5480.0,222203.0,530.0,4.7999999999999545,8.75,118924608.0,1620930600.0,535.2070314082168,DABUR INDIA LTD
42.9,293.5,500097.0,2021-05-14,17727.0,319.8,286.55,1307.0,41324.0,313.0,-19.5,33.25,12211331.0,1620930600.0,295.5021537121285,DALMIA BHARAT SUGAR AND INDUSTRIES LTD
34.88,71.8,500101.0,2021-05-14,26886.0,74.95,71.1,911.0,77078.0,74.95,-3.1500000000000057,3.8500000000000085,5571166.0,1620930600.0,72.27958691195931,ARVIND LTD
100.0,1.31,500102.0,2021-05-14,6448068.0,1.32,1.25,743.0,6448068.0,1.32,-0.010000000000000009,0.07000000000000006,8473222.0,1620930600.0,1.3140714396932538,BALLARPUR INDUSTRIES LTD
14.28,68.0,500103.0,2021-05-14,1644170.0,74.3,67.4,26445.0,11511503.0,72.6,-4.599999999999994,6.8999999999999915,801555154.0,1620930600.0,69.63079921014658,BHARAT HEAVY ELECTRICALS LTD
47.07,254.25,500104.0,2021-05-14,67430.0,266.0,253.75,2133.0,143256.0,266.0,-11.75,12.25,37033502.0,1620930600.0,258.51274641201763,HINDUSTAN PETROLEUM CORPORATION LTD
51.6,11.38,500106.0,2021-05-14,296174.0,11.95,11.29,6591.0,574023.0,11.95,-0.5699999999999985,0.6600000000000001,6622909.0,1620930600.0,11.537706677258576,IFCI LTD
56.32,18.05,500108.0,2021-05-14,175255.0,19.0,17.95,1379.0,311159.0,19.0,-0.9499999999999993,1.0500000000000007,5682335.0,1620930600.0,18.261837195774508,MAHANAGAR TELEPHONE NIGAM LTD
32.3,47.55,500109.0,2021-05-14,131575.0,50.2,47.0,1847.0,407294.0,49.0,-1.4500000000000028,3.200000000000003,19635698.0,1620930600.0,48.21013322072017,MANGALORE REFINERY  PETROCHEMICALS LTD
41.67,115.55,500110.0,2021-05-14,25383.0,119.1,113.5,813.0,60913.0,118.15,-2.6000000000000085,5.599999999999994,7071346.0,1620930600.0,116.08927486743389,CHENNAI PETROLEUM CORPORATION LTD
54.55,11.42,500111.0,2021-05-14,348075.0,12.1,11.3,1718.0,638046.0,11.78,-0.35999999999999943,0.7999999999999989,7370071.0,1620930600.0,11.551002592289585,RELIANCE CAPITAL LTD
21.44,360.5,500112.0,2021-05-14,692088.0,372.6,359.6,38185.0,3228608.0,370.5,-10.0,13.0,1180339280.0,1620930600.0,365.58767121929947,STATE BANK OF INDIA
25.03,127.2,500113.0,2021-05-14,2381660.0,134.6,123.2,30117.0,9515289.0,133.15,-5.950000000000003,11.399999999999991,1223638007.0,1620930600.0,128.59704072046577,STEEL AUTHORITY OF INDIA LTD
14.28,1456.0,500114.0,2021-05-14,10417.0,1478.0,1433.1,3161.0,72928.0,1464.9,-8.900000000000091,44.90000000000009,105772731.0,1620930600.0,1450.3720244624835,TITAN COMPANY LIMITED
36.65,38.2,500116.0,2021-05-14,591445.0,39.4,38.0,4656.0,1613664.0,39.4,-1.1999999999999957,1.3999999999999986,62378457.0,1620930600.0,38.65640988458564,IDBI BANK LTD
48.34,33.15,500117.0,2021-05-14,102620.0,34.45,33.0,953.0,212296.0,34.45,-1.3000000000000043,1.4500000000000028,7113690.0,1620930600.0,33.50835625730112,DCW LTD
33.24,302.95,500119.0,2021-05-14,44781.0,338.0,298.75,3263.0,134703.0,320.0,-17.05000000000001,39.25,41378261.0,1620930600.0,307.1814361966697,DHAMPUR SUGAR MILLS LTD
77.12,345.4,500120.0,2021-05-14,24474.0,348.4,332.5,727.0,31736.0,336.0,9.399999999999977,15.899999999999977,10826378.0,1620930600.0,341.1387068313587,DIAMINES  CHEMICALS LTD
51.52,3452.95,500123.0,2021-05-14,305.0,3568.9,3415.05,115.0,592.0,3490.05,-37.100000000000364,153.8499999999999,2045660.0,1620930600.0,3455.5067567567567,ELANTAS BECK INDIA LTD
15.97,5195.85,500124.0,2021-05-14,37227.0,5398.0,5160.0,25124.0,233088.0,5345.0,-149.14999999999964,238.0,1230955812.0,1620930600.0,5281.077584431631,DRREDDYS LABORATORIES LTD
49.81,409.8,500125.0,2021-05-14,11412.0,439.0,400.15,1040.0,22909.0,439.0,-29.19999999999999,38.85000000000002,9386880.0,1620930600.0,409.7463878824916,EIDPARRY INDIA LTD
54.81,5770.6,500126.0,2021-05-14,672.0,5825.0,5740.05,521.0,1226.0,5825.0,-54.399999999999636,84.94999999999982,7090523.0,1620930600.0,5783.460848287113,PROCTER  GAMBLE HEALTH LTD
59.7,31.2,500128.0,2021-05-14,43414.0,32.4,31.1,532.0,72720.0,32.3,-1.0999999999999979,1.2999999999999972,2297825.0,1620930600.0,31.598253575357536,ELECTROSTEEL CASTINGS LTD
57.65,1788.75,500133.0,2021-05-14,162.0,1820.0,1783.25,74.0,281.0,1815.75,-27.0,36.75,505824.0,1620930600.0,1800.085409252669,ESAB INDIA LTD
46.04,232.7,500135.0,2021-05-14,6485.0,244.2,228.05,536.0,14085.0,240.0,-7.300000000000011,16.149999999999977,3366367.0,1620930600.0,239.00369187078454,EPL LTD
38.39,146.5,500136.0,2021-05-14,11337.0,150.2,145.1,616.0,29533.0,149.95,-3.4499999999999886,5.099999999999994,4358708.0,1620930600.0,147.5877154369688,ESTER INDUSTRIES LTD
93.89,25.65,500143.0,2021-05-14,1382.0,25.7,25.65,15.0,1472.0,25.7,-0.05000000000000071,0.05000000000000071,37787.0,1620930600.0,25.670516304347824,PH CAPITAL LTD
49.11,369.75,500144.0,2021-05-14,7972.0,382.0,367.8,892.0,16234.0,378.85,-9.100000000000023,14.199999999999989,6080694.0,1620930600.0,374.5653566588641,FINOLEX CABLES LTD
85.05,956.4,500147.0,2021-05-14,1587.0,968.0,934.15,92.0,1866.0,949.0,7.399999999999977,33.85000000000002,1779340.0,1620930600.0,953.5584137191854,JOHN COCKERILL INDIA LTD
46.36,413.95,500148.0,2021-05-14,6010.0,430.0,412.0,710.0,12963.0,430.0,-16.05000000000001,18.0,5442803.0,1620930600.0,419.8721746509296,UFLEX LTD
86.46,1352.15,500150.0,2021-05-14,300.0,1391.2,1337.95,96.0,347.0,1391.2,-39.049999999999955,53.25,470375.0,1620930600.0,1355.5475504322767,FOSECO INDIA LTD
44.09,44.65,500151.0,2021-05-14,1243.0,48.0,43.3,104.0,2819.0,47.0,-2.3500000000000014,4.700000000000003,128246.0,1620930600.0,45.493437389145086,GOLDEN TOBACCO LTD
86.5,65.45,500153.0,2021-05-14,83948.0,68.0,65.2,556.0,97049.0,67.2,-1.75,2.799999999999997,6420777.0,1620930600.0,66.16015620974972,GANESH BENZOPLAST LTD
53.08,58.25,500159.0,2021-05-14,826.0,62.95,57.1,38.0,1556.0,62.95,-4.700000000000003,5.850000000000001,90617.0,1620930600.0,58.237146529562985,METROGLOBAL LIMITED
67.0,7.21,500160.0,2021-05-14,65261.0,7.4,6.99,270.0,97404.0,7.4,-0.1900000000000004,0.41000000000000014,704377.0,1620930600.0,7.23149973307051,GTL LTD
43.51,869.4,500163.0,2021-05-14,4833.0,887.75,860.0,849.0,11109.0,861.1,8.299999999999955,27.75,9659884.0,1620930600.0,869.5547754073274,GODFREY PHILLIPS INDIA LTD
24.25,522.45,500164.0,2021-05-14,13181.0,562.9,517.05,2410.0,54345.0,561.7,-39.25,45.85000000000002,29131766.0,1620930600.0,536.0523691231944,GODREJ INDUSTRIES LTD
27.51,555.1,500165.0,2021-05-14,6117.0,576.05,552.5,1142.0,22232.0,555.5,-0.39999999999997726,23.549999999999955,12514347.0,1620930600.0,562.8979399064411,KANSAI NEROLAC PAINTS LTD
71.46,258.1,500166.0,2021-05-14,8985.0,273.0,251.5,256.0,12574.0,264.0,-5.899999999999977,21.5,3278594.0,1620930600.0,260.7439160171783,GOODRICKE GROUP LTD
69.29,909.65,500168.0,2021-05-14,1056.0,920.0,900.0,205.0,1524.0,900.0,9.649999999999977,20.0,1390347.0,1620930600.0,912.3011811023622,GOODYEAR INDIA LTD
83.85,11.0,500170.0,2021-05-14,6501.0,11.99,10.85,26.0,7753.0,11.25,-0.25,1.1400000000000006,85432.0,1620930600.0,11.01921836708371,GTN INDUSTRIES LTD
37.46,249.2,500171.0,2021-05-14,12050.0,265.05,248.0,1182.0,32166.0,265.05,-15.850000000000023,17.05000000000001,8129055.0,1620930600.0,252.7219735124044,GHCL LTD
72.89,70.1,500173.0,2021-05-14,3525.0,71.0,70.0,160.0,4836.0,70.8,-0.7000000000000028,1.0,339838.0,1620930600.0,70.27253928866833,GFL LTD
100.0,1.95,500174.0,2021-05-14,22.0,1.95,1.95,1.0,22.0,1.95,0.0,0.0,42.0,1620930600.0,1.9090909090909092,GUJARAT LEASE FINANCING LTD
61.27,9.15,500179.0,2021-05-14,91878.0,9.5,8.95,339.0,149965.0,9.2,-0.049999999999998934,0.5500000000000007,1392479.0,1620930600.0,9.28535991731404,HCL INFOSYSTEMS LTD
47.3,1387.15,500180.0,2021-05-14,103340.0,1398.7,1382.8,19767.0,218465.0,1398.7,-11.549999999999955,15.900000000000091,303347980.0,1620930600.0,1388.5426956263018,HDFC BANK LTD
27.89,2811.0,500182.0,2021-05-14,8371.0,2850.35,2802.55,3361.0,30011.0,2840.9,-29.90000000000009,47.79999999999973,84689502.0,1620930600.0,2821.9486854819897,HERO MOTOCORP LTD
46.05,37.2,500183.0,2021-05-14,1583155.0,38.3,35.8,7404.0,3438035.0,38.3,-1.0999999999999943,2.5,127903282.0,1620930600.0,37.2024374388277,HFCL LTD
28.1,50.15,500184.0,2021-05-14,507191.0,51.9,49.2,6498.0,1804768.0,50.3,-0.14999999999999858,2.6999999999999957,91202190.0,1620930600.0,50.53402431780705,HIMADRI SPECIALITY CHEMICAL LTD
41.04,8.66,500185.0,2021-05-14,726507.0,8.99,8.51,1883.0,1770227.0,8.85,-0.1899999999999995,0.4800000000000004,15458147.0,1620930600.0,8.732296479491048,HINDUSTAN CONSTRUCTION COLTD
20.39,113.85,500186.0,2021-05-14,32259.0,119.75,111.2,2075.0,158181.0,118.75,-4.900000000000006,8.549999999999997,17938767.0,1620930600.0,113.40658486164584,HINDUSTAN OIL EXPLORATION COLTD
24.21,199.45,500187.0,2021-05-14,31081.0,214.9,196.15,3166.0,128382.0,210.05,-10.600000000000023,18.75,26023928.0,1620930600.0,202.7069838450873,HSIL LTD
18.58,311.35,500188.0,2021-05-14,38016.0,324.0,308.55,3924.0,204612.0,320.0,-8.649999999999977,15.449999999999989,64660107.0,1620930600.0,316.01326901647997,HINDUSTAN ZINC LTD
55.13,577.15,500189.0,2021-05-14,12014.0,620.0,525.9,2329.0,21794.0,550.0,27.149999999999977,94.10000000000002,12616794.0,1620930600.0,578.9113517481876,NXTDIGITAL LTD
100.0,28.35,500191.0,2021-05-14,7301.0,30.0,27.75,63.0,7301.0,30.0,-1.6499999999999986,2.25,207532.0,1620930600.0,28.425147240104096,HMT LTD
100.0,1.62,500192.0,2021-05-14,26533.0,1.73,1.6,40.0,26533.0,1.73,-0.10999999999999988,0.1299999999999999,45110.0,1620930600.0,1.7001469867711907,PRAG BOSIMI SYNTHETICS LTD
52.73,6.07,500193.0,2021-05-14,16081.0,6.35,5.9,126.0,30499.0,6.3,-0.22999999999999954,0.4499999999999993,186629.0,1620930600.0,6.1191842355487065,HLV LTD
45.85,455.75,500199.0,2021-05-14,2266.0,466.1,453.0,394.0,4942.0,466.1,-10.350000000000023,13.100000000000023,2273310.0,1620930600.0,459.99797652772156,I G PETROCHEMICALS LTD
12.39,480.95,500201.0,2021-05-14,7963.0,501.1,478.3,2202.0,64271.0,500.0,-19.05000000000001,22.80000000000001,31391845.0,1620930600.0,488.42938494811034,INDIA GLYCOLS LTD
99.78,9.23,500206.0,2021-05-14,900.0,9.8,9.17,9.0,902.0,9.65,-0.41999999999999993,0.6300000000000008,8482.0,1620930600.0,9.403547671840355,MARGO FINANCE LIMITED
59.18,45.1,500207.0,2021-05-14,16655.0,49.8,44.15,603.0,28144.0,49.8,-4.699999999999996,5.649999999999999,1305057.0,1620930600.0,46.3707006822058,INDO RAMA SYNTHETICS INDIA LTD
49.86,1316.8,500209.0,2021-05-14,127774.0,1333.95,1311.8,11259.0,256247.0,1333.95,-17.15000000000009,22.15000000000009,337247971.0,1620930600.0,1316.1050509859629,INFOSYS LTD
29.48,771.25,500210.0,2021-05-14,2348.0,798.05,765.95,934.0,7964.0,775.65,-4.399999999999977,32.09999999999991,6221215.0,1620930600.0,781.1671270718232,INGERSOLLRAND INDIA LTD
96.13,6.81,500211.0,2021-05-14,39392.0,7.15,6.75,124.0,40976.0,7.0,-0.1900000000000004,0.40000000000000036,280543.0,1620930600.0,6.846519914096056,INSILCO LTD
100.0,31.75,500212.0,2021-05-14,5193.0,31.75,30.35,9.0,5193.0,30.35,1.3999999999999986,1.3999999999999986,160831.0,1620930600.0,30.970729828615443,INTEGRATED FINANCIAL SERVICES LTD
79.07,59.15,500213.0,2021-05-14,2834.0,62.0,58.4,62.0,3584.0,62.0,-2.8500000000000014,3.6000000000000014,212284.0,1620930600.0,59.231026785714285,INTERNATIONAL TRAVEL HOUSE LTD
56.58,1387.0,500214.0,2021-05-14,9900.0,1432.5,1373.0,865.0,17496.0,1422.5,-35.5,59.5,24406874.0,1620930600.0,1394.9973708276177,ION EXCHANGE INDIA LTD
39.97,959.9,500215.0,2021-05-14,2115.0,994.0,948.5,592.0,5291.0,987.0,-27.100000000000023,45.5,5126113.0,1620930600.0,968.8363258363258,AGRO TECH FOODS LTD
52.47,19.55,500219.0,2021-05-14,104712.0,20.75,19.2,699.0,199569.0,20.75,-1.1999999999999993,1.5500000000000007,3925878.0,1620930600.0,19.671782691700614,JAIN IRRIGATION SYSTEMS LTD
85.58,72.6,500220.0,2021-05-14,52400.0,76.0,70.2,745.0,61228.0,74.8,-2.200000000000003,5.799999999999997,4490411.0,1620930600.0,73.33917488730646,JASCH INDUSTRIES LTD
70.72,1.23,500223.0,2021-05-14,3825614.0,1.34,1.22,1604.0,5409751.0,1.3,-0.07000000000000006,0.1200000000000001,6921837.0,1620930600.0,1.2795112011624934,JCT LTD
8.1,784.9,500227.0,2021-05-14,3452.0,815.45,780.0,2563.0,42637.0,800.75,-15.850000000000023,35.450000000000045,34192539.0,1620930600.0,801.9452353589605,JINDAL POLY FILMS LTD
14.21,707.05,500228.0,2021-05-14,163242.0,721.55,679.35,15693.0,1148640.0,711.0,-3.9500000000000455,42.19999999999993,806930683.0,1620930600.0,702.5096488020615,JSW STEEL LTD
50.26,74.4,500231.0,2021-05-14,121422.0,74.4,62.15,2396.0,241581.0,64.85,9.550000000000011,12.250000000000007,17101753.0,1620930600.0,70.79096866061487,UMANG DAIRIES LTD
43.96,881.15,500233.0,2021-05-14,3240.0,899.0,866.6,802.0,7371.0,898.9,-17.75,32.39999999999998,6473929.0,1620930600.0,878.2972459639126,KAJARIA CERAMICS LTD
51.98,235.8,500234.0,2021-05-14,5933.0,256.25,231.95,930.0,11413.0,255.0,-19.19999999999999,24.30000000000001,2759198.0,1620930600.0,241.7592219398931,KAKATIYA CEMENT SUGAR  INDUSTRIES LTD
43.61,348.35,500235.0,2021-05-14,9057.0,368.75,345.65,989.0,20766.0,365.05,-16.69999999999999,23.100000000000023,7340743.0,1620930600.0,353.49817008571705,KALYANI STEELS LTD
100.0,2.17,500236.0,2021-05-14,3981.0,2.2,2.17,13.0,3981.0,2.2,-0.03000000000000025,0.03000000000000025,8756.0,1620930600.0,2.199447375031399,KANEL INDUSTRIES LIMITED
58.11,2097.1,500238.0,2021-05-14,3727.0,2120.0,2067.0,1470.0,6414.0,2102.1,-5.0,53.0,13399522.0,1620930600.0,2089.1053944496416,WHIRLPOOL OF INDIA LTD
82.84,40.1,500239.0,2021-05-14,89964.0,46.5,40.1,576.0,108604.0,46.5,-6.399999999999999,6.399999999999999,4601461.0,1620930600.0,42.369166881514495,KG DENIM LTD
100.0,40.2,500240.0,2021-05-14,3135.0,41.9,38.7,40.0,3135.0,38.7,1.5,3.1999999999999957,127429.0,1620930600.0,40.647208931419456,KINETIC ENGINEERING LTD
40.75,259.7,500241.0,2021-05-14,5287.0,266.5,255.6,676.0,12975.0,260.0,-0.30000000000001137,10.900000000000006,3382304.0,1620930600.0,260.67853564547204,KIRLOSKAR BROTHERS LTD
77.62,1484.3,500243.0,2021-05-14,392.0,1493.4,1446.8,82.0,505.0,1470.0,14.299999999999955,46.600000000000136,748616.0,1620930600.0,1482.4079207920793,KIRLOSKAR INDUSTRIES LTD
56.15,246.8,500245.0,2021-05-14,63526.0,270.0,223.75,4289.0,113139.0,255.05,-8.25,46.25,27794003.0,1620930600.0,245.66244177516154,KIRLOSKAR FERROUS INDUSTRIES LTD
100.0,29.0,500246.0,2021-05-14,745.0,30.0,29.0,5.0,745.0,30.0,-1.0,1.0,21654.0,1620930600.0,29.065771812080538,ENVAIR ELECTRODYNE LTD
67.83,1707.3,500247.0,2021-05-14,94628.0,1736.3,1701.2,6125.0,139517.0,1736.3,-29.0,35.09999999999991,238700260.0,1620930600.0,1710.9044775905445,KOTAK MAHINDRA BANK LTD
100.0,3.3,500248.0,2021-05-14,1.0,3.3,3.3,1.0,1.0,3.3,0.0,0.0,3.0,1620930600.0,3.0,KRISHNA FILAMENT INDUSTRIES LTD
48.32,906.7,500249.0,2021-05-14,820.0,939.45,903.1,295.0,1697.0,933.85,-27.149999999999977,36.35000000000002,1553845.0,1620930600.0,915.6423099587507,KSB LTD
56.74,289.35,500250.0,2021-05-14,2559.0,297.9,284.65,287.0,4510.0,297.9,-8.549999999999955,13.25,1315417.0,1620930600.0,291.6667405764967,LGBALAKRISHNAN  BROSLTD
23.97,772.75,500251.0,2021-05-14,4272.0,783.0,761.05,809.0,17824.0,764.25,8.5,21.950000000000045,13778604.0,1620930600.0,773.0365798922801,TRENT LTD
59.04,6052.05,500252.0,2021-05-14,441.0,6126.0,6044.0,272.0,747.0,6085.0,-32.94999999999982,82.0,4536589.0,1620930600.0,6073.07764390897,LAKSHMI MACHINE WORKS LTD
30.43,430.1,500253.0,2021-05-14,45573.0,433.45,420.95,3254.0,149752.0,429.05,1.0500000000000114,12.5,64115547.0,1620930600.0,428.1448461456274,LIC HOUSING FINANCE LTD
29.94,1178.8,500257.0,2021-05-14,98733.0,1233.0,1165.95,9148.0,329802.0,1212.9,-34.100000000000136,67.04999999999995,392282538.0,1620930600.0,1189.4486328160533,LUPIN LTD
100.0,47.3,500259.0,2021-05-14,9704.0,47.3,47.3,35.0,9704.0,47.3,0.0,0.0,458999.0,1620930600.0,47.299979389942294,LYKA LABS LTD
26.61,931.85,500260.0,2021-05-14,12055.0,950.0,924.8,1337.0,45310.0,933.0,-1.1499999999999773,25.200000000000045,42190021.0,1620930600.0,931.1414919443831,THE RAMCO CEMENTS LIMITED
53.38,102.45,500264.0,2021-05-14,1320.0,106.0,100.05,58.0,2473.0,101.65,0.7999999999999972,5.950000000000003,252769.0,1620930600.0,102.21148402749697,MAFATLAL INDUSTRIES LTD
