SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,DATE
532524,PTC INDIA   ,A ,Q,88.0,92.45,86.4,89.35,89.35,86.2,1977,291933,26103204.0,,2021-05-12
532525,BANK MAHA   ,A ,Q,24.85,26.45,24.7,25.3,25.3,24.9,6925,4644592,118859145.0,,2021-05-12
532527,RK FORGINGS ,A ,Q,635.95,652.35,627.8,640.75,640.75,637.2,2008,41552,26845066.0,,2021-05-12
532528,DATAM GLOB  ,B ,Q,132.1,136.9,131.25,131.8,132.15,135.6,958,45078,6025692.0,,2021-05-12
532529,NDTV        ,B ,Q,63.5,65.35,60.0,64.2,63.3,63.15,232,9232,589005.0,,2021-05-12
532531,STAR        ,A ,Q,845.0,845.0,808.0,809.65,809.65,837.7,1873,71164,59187652.0,,2021-05-12
532532,JAIPRA      ,A ,Q,8.11,8.71,7.59,8.12,8.12,8.06,5510,6370539,52306115.0,,2021-05-12
532538,ULTRATECH CM,A ,Q,6498.95,6498.95,6376.0,6392.25,6392.25,6487.0,2445,20843,133912693.0,,2021-05-12
532539,MINDA IND   ,A ,Q,522.7,537.05,522.7,526.7,524.25,531.45,295,4111,2171891.0,,2021-05-12
532540,TCS LTD.    ,A ,Q,3139.0,3139.0,3070.5,3088.5,3088.5,3123.2,9227,65098,200994846.0,,2021-05-12
532541,COFORGE     ,A ,Q,3383.3,3445.9,3336.1,3395.45,3395.45,3423.1,3749,39573,134644468.0,,2021-05-12
532543,GULFPETRO   ,B ,Q,44.9,49.75,44.0,47.55,47.85,43.75,1095,65969,3118919.0,,2021-05-12
532548,CENTURYPLY  ,A ,Q,337.55,347.0,337.55,341.9,342.3,341.4,815,17295,5922775.0,,2021-05-12
532553,WELENT      ,A ,Q,107.4,109.55,107.3,108.4,108.4,107.4,839,26308,2854119.0,,2021-05-12
532555,NTPC LTD    ,A ,Q,114.5,116.8,111.65,113.25,113.25,112.65,19475,3324893,382408711.0,,2021-05-12
532604,SALSTEEL    ,T ,Q,5.0,5.04,4.56,4.95,4.95,4.8,139,109035,541447.0,,2021-05-12
532605,JBM AUTO    ,B ,Q,430.7,433.0,423.15,428.55,427.35,423.8,158,1608,692099.0,,2021-05-12
532610,DWAR SUGAR  ,A ,Q,56.8,57.95,52.3,53.6,53.6,55.7,5108,1062786,58845457.0,,2021-05-12
532612,INDOCO REM  ,A ,Q,362.95,362.95,350.0,351.9,352.6,356.5,472,12041,4251837.0,,2021-05-12
532613,VIPCLOTHNG  ,B ,Q,14.81,14.85,13.99,14.24,14.24,14.39,300,38489,553306.0,,2021-05-12
532614,IMPEX       ,B ,Q,0.93,0.93,0.93,0.93,0.93,0.89,3,4000,3720.0,,2021-05-12
532616,XCHANGING   ,B ,Q,72.5,73.6,69.5,70.55,70.7,72.8,589,45212,3257108.0,,2021-05-12
532617,JETAIRWAYS  ,Z ,Q,89.95,90.7,88.0,89.2,88.6,87.95,355,31555,2813410.0,,2021-05-12
532621,MORARJETEX  ,B ,Q,14.0,14.52,14.0,14.42,14.52,14.23,43,5116,73442.0,,2021-05-12
532622,GATEWAY DIST,A ,Q,253.15,275.0,251.2,257.6,257.6,253.85,2033,57331,15188673.0,,2021-05-12
532624,JINDALPH    ,T ,Q,52.15,54.95,51.2,51.85,53.0,52.95,30,2137,111486.0,,2021-05-12
532626,PONDY OXIDES,X ,Q,259.0,269.9,255.0,261.6,260.1,253.7,819,33158,8654441.0,,2021-05-12
532627,JPPOWER     ,B ,Q,3.85,3.97,3.5,3.96,3.96,3.61,18937,66879446,260027126.0,,2021-05-12
532628,3I INFOTECH ,B ,Q,8.96,8.96,8.29,8.94,8.94,8.54,8578,34659792,308874339.0,,2021-05-12
532629,MCNALLYB    ,T ,Q,7.38,7.38,7.15,7.21,7.21,7.03,36,22471,165660.0,,2021-05-12
532630,GOKALDAS    ,B ,Q,94.1,109.6,93.4,104.25,104.25,94.7,3983,311370,32114194.0,,2021-05-12
532633,ALLSEC TECH ,B ,Q,324.0,371.0,324.0,348.7,329.15,328.45,60,1392,461168.0,,2021-05-12
532636,IIFL        ,A ,Q,278.0,278.0,265.75,268.8,269.0,273.65,780,17705,4780602.0,,2021-05-12
532637,MAN DRUGORG ,B ,Q,144.95,144.95,135.0,135.4,135.4,135.1,616,18188,2494035.0,,2021-05-12
532638,SHOPPER STOP,A ,Q,205.05,207.3,200.0,201.1,203.0,204.95,835,19987,4088064.0,,2021-05-12
532640,CYBER MEDIA ,B ,Q,9.85,10.39,9.48,9.85,9.85,9.97,13,2681,26431.0,,2021-05-12
532641,NDL         ,B ,Q,54.8,54.8,50.7,51.85,52.0,51.3,1992,108200,5722908.0,,2021-05-12
532642,JSWHL       ,A ,Q,4463.65,4495.0,4245.0,4267.15,4250.0,4488.35,124,289,1265174.0,,2021-05-12
532644,JK CEMENT   ,A ,Q,2809.85,2809.85,2745.5,2772.85,2785.0,2782.6,230,816,2264833.0,,2021-05-12
532645,BEEYU OVERSE,X ,Q,0.82,0.82,0.82,0.82,0.82,0.84,3,1030,844.0,,2021-05-12
532648,YES BANK    ,A ,Q,13.2,13.74,13.1,13.33,13.33,13.16,25477,27164424,363819537.0,,2021-05-12
532649,NECTAR LIFE ,B ,Q,32.35,33.15,29.7,30.95,30.95,31.3,3723,723480,22699912.0,,2021-05-12
532650,MSP STEEL   ,T ,Q,11.3,11.34,10.8,11.07,11.2,11.29,111,28168,312394.0,,2021-05-12
532651,SPL INDS    ,B ,Q,40.7,41.3,39.0,40.0,39.5,40.6,452,20115,815460.0,,2021-05-12
532652,KARNATAKA BK,A ,Q,65.95,68.5,65.55,66.8,66.8,65.15,3386,472475,31656204.0,,2021-05-12
532654,MCLEOD RUSSE,B ,Q,26.95,26.95,26.1,26.95,26.95,25.7,994,373245,10004419.0,,2021-05-12
532656,FACOR ALLOYS,X ,Q,3.81,3.81,3.81,3.81,3.81,3.74,171,206039,785008.0,,2021-05-12
532659,IDFC        ,A ,Q,56.0,57.05,54.55,55.85,55.85,56.15,1913,509421,28491465.0,,2021-05-12
532660,VIVIMED LABS,T ,Q,31.3,31.3,31.3,31.3,31.3,29.85,341,139799,4375708.0,,2021-05-12
532661,RANE MADRAS ,B ,Q,353.95,353.95,335.65,342.7,346.0,348.35,337,6848,2379822.0,,2021-05-12
532662,HT MEDIA    ,B ,Q,22.2,23.35,21.5,21.8,21.85,21.65,260,16110,356420.0,,2021-05-12
532663,SASKEN      ,A ,Q,975.55,976.2,956.5,960.55,959.0,956.55,196,652,627585.0,,2021-05-12
532666,FCS SOFTWARE,B ,Q,0.84,0.84,0.84,0.84,0.84,0.8,35,42584,35770.0,,2021-05-12
532667,SUZLONENERGY,A ,Q,6.38,6.38,5.65,5.7,5.7,6.14,12463,15753474,93006069.0,,2021-05-12
532668,AURIONPRO SO,B ,Q,162.9,170.0,159.6,161.2,162.0,161.35,775,25700,4223014.0,,2021-05-12
532670,RENUKA SUGAR,B ,Q,14.15,14.15,14.15,14.15,14.15,13.48,1046,3584819,50725188.0,,2021-05-12
532673,KM SUGARMILL,B ,Q,20.55,21.75,19.9,20.1,20.1,20.4,1672,452727,9424819.0,,2021-05-12
532674,BANNARI AMMA,B ,Q,71.4,76.0,71.1,71.55,72.1,71.95,363,13872,1018467.0,,2021-05-12
532678,BOMBAY RAYON,B ,Q,7.06,7.25,6.9,6.92,6.91,6.93,352,93739,664055.0,,2021-05-12
532679,SORILINFRA  ,B ,Q,133.0,133.0,128.0,128.7,128.0,131.15,270,7437,966282.0,,2021-05-12
532683,AIAENGINEER ,A ,Q,1841.05,1948.45,1841.05,1922.75,1909.75,1841.05,799,5242,10019721.0,,2021-05-12
532684,EVEREST KANT,B ,Q,115.2,117.5,110.15,111.8,111.8,113.7,5071,310727,35305277.0,,2021-05-12
532686,KERNEX MICRO,T ,Q,40.0,42.0,40.0,41.5,42.0,41.75,14,2016,83240.0,,2021-05-12
532687,REPRO INDIA ,B ,Q,350.0,356.75,345.05,347.35,345.15,350.8,40,387,134652.0,,2021-05-12
532689,PVR LTD     ,A ,Q,1163.1,1199.75,1160.05,1182.7,1182.7,1164.05,4546,98442,116556230.0,,2021-05-12
532690,RAMSARUP IND,Z ,Q,0.64,0.64,0.64,0.64,0.64,0.61,2,391,250.0,,2021-05-12
532692,RADHA MADHAV,T ,Q,2.24,2.29,2.14,2.17,2.23,2.24,34,10415,22530.0,,2021-05-12
532693,PUNJ LLOYD  ,Z ,Q,1.48,1.54,1.48,1.54,1.54,1.47,148,158100,242553.0,,2021-05-12
532694,BARTRONICSIN,Z ,Q,2.12,2.3,2.12,2.3,2.3,2.22,37,21701,48536.0,,2021-05-12
532695,CELEBRITYFAS,B ,Q,5.8,5.8,5.59,5.72,5.72,5.74,81,7069,40015.0,,2021-05-12
532696,EDUCOMP SOLN,Z ,Q,3.0,3.25,2.95,3.19,3.13,3.1,77,66863,208527.0,,2021-05-12
532698,NITINSPINNER,B ,Q,106.2,108.05,102.0,103.75,103.75,106.7,1753,104257,10895008.0,,2021-05-12
532699,ROYALORCH   ,B ,Q,63.25,63.25,61.1,62.1,62.4,62.0,238,4465,277765.0,,2021-05-12
532700,ENT NETWORK ,B ,Q,150.8,155.45,150.45,150.9,152.7,150.5,85,2342,355112.0,,2021-05-12
532701,CELLA       ,Z ,Q,5.5,5.77,5.5,5.77,5.77,5.5,16,9101,52363.0,,2021-05-12
532702,GUJ PETRONET,A ,Q,271.1,282.7,270.5,274.8,274.3,270.85,1673,101484,28101981.0,,2021-05-12
532705,JAGRAN PRAK ,A ,Q,55.2,56.0,54.95,55.0,55.3,55.2,213,27227,1499364.0,,2021-05-12
532706,INOX LEISURE,A ,Q,281.0,288.8,274.45,283.25,282.55,280.25,507,13104,3719182.0,,2021-05-12
532707,DYNEMIC PRO ,B ,Q,508.45,508.45,497.0,497.95,500.25,507.4,322,2725,1362723.0,,2021-05-12
532710,SADBHAV ENGG,A ,Q,66.0,67.25,64.65,65.0,65.7,65.9,911,50420,3314846.0,,2021-05-12
532712,REL COM LTD ,B ,Q,1.87,1.94,1.77,1.79,1.79,1.83,5387,16090654,29590259.0,,2021-05-12
532713,SAKUMA EXPO ,B ,Q,7.15,7.71,6.54,6.63,6.63,7.08,1670,848298,5986481.0,,2021-05-12
532714,KEC INTERN  ,A ,Q,387.9,397.0,378.0,381.8,381.8,381.1,1358,41645,16120700.0,,2021-05-12
532716,GILLA ARBUT ,B ,Q,41.9,42.0,41.9,42.0,42.0,41.6,28,2518,105506.0,,2021-05-12
532717,INDOTECHTR  ,B ,Q,98.9,106.55,98.3,99.3,99.3,96.45,218,3731,377433.0,,2021-05-12
532719,BL KASHYAP  ,B ,Q,17.55,18.1,17.0,17.8,18.0,17.7,295,75853,1334413.0,,2021-05-12
532720,M&M FINANSER,A ,Q,155.25,156.2,151.6,152.3,152.3,155.0,8585,613446,94188872.0,,2021-05-12
532721,VISA STEEL  ,B ,Q,11.28,11.28,11.1,11.28,11.28,10.75,225,161163,1816746.0,,2021-05-12
532722,NITCO TILES ,B ,Q,21.95,22.35,21.7,21.85,21.7,21.5,204,14410,317912.0,,2021-05-12
532723,MPDL        ,X ,Q,9.17,9.17,9.17,9.17,9.17,9.17,3,23,210.0,,2021-05-12
532725,SOLAR IND   ,A ,Q,1222.85,1260.0,1210.6,1220.25,1216.25,1222.3,91,355,434934.0,,2021-05-12
532726,GALLAN METAL,B ,Q,67.5,69.0,64.5,65.5,66.5,66.6,875,43606,2921146.0,,2021-05-12
532728,MALU PAPER  ,B ,Q,27.6,27.6,26.5,26.65,26.65,27.1,167,3281,89160.0,,2021-05-12
532729,UTTAM SUGAR ,B ,Q,156.85,160.0,151.0,152.8,152.8,153.75,1010,30187,4686674.0,,2021-05-12
532730,STL GLOBAL  ,B ,Q,9.9,9.9,9.25,9.55,9.55,9.7,273,10648,101633.0,,2021-05-12
532731,ROHIT FERRO ,B ,Q,2.71,2.71,2.71,2.71,2.71,2.59,15,8974,24319.0,,2021-05-12
532732,KEWAL KIRAN ,B ,Q,875.6,897.0,866.0,869.4,869.4,884.7,84,1003,883974.0,,2021-05-12
532733,SUN TVNET   ,A ,Q,517.55,536.5,517.55,526.8,526.8,519.25,6841,356628,188873335.0,,2021-05-12
532734,GODAWARI POW,A ,Q,1080.0,1129.45,1064.0,1077.75,1094.0,1073.65,2546,40690,44703537.0,,2021-05-12
532735,RSYSTEMINT  ,A ,Q,135.25,136.5,129.35,131.65,130.8,132.7,379,7776,1038981.0,,2021-05-12
532737,EMKAY GLOB F,B ,Q,68.05,71.15,67.3,67.95,68.4,70.3,205,7052,488016.0,,2021-05-12
532738,TANTIA CONS ,Z ,Q,8.93,8.93,8.21,8.93,8.93,8.51,42,15629,139354.0,,2021-05-12
532740,LOKESH MACH ,T ,Q,45.0,45.7,43.9,44.45,45.5,44.65,23,3952,177210.0,,2021-05-12
532741,KAMDHENU    ,B ,Q,156.0,158.5,150.0,151.35,152.3,154.95,254,6420,986964.0,,2021-05-12
532742,PAUSHAK LTD ,B ,Q,7102.9,7102.9,6780.0,6859.95,6859.95,7107.15,445,1174,8106889.0,,2021-05-12
532744,GTN TEXTILE ,B ,Q,5.78,5.78,5.68,5.68,5.68,5.51,12,6834,39350.0,,2021-05-12
532745,INDICAP     ,X ,Q,31.8,31.9,30.05,30.7,31.3,30.85,52,8211,251851.0,,2021-05-12
532748,PRIME FOCUS ,T ,Q,64.0,66.85,63.0,66.4,66.4,65.75,41,8420,533677.0,,2021-05-12
532749,ALLCARGO    ,A ,Q,131.7,131.9,126.3,127.3,127.4,130.85,1425,37893,4882204.0,,2021-05-12
532751,EASUNREYRL  ,Z ,Q,2.09,2.3,2.09,2.3,2.3,2.2,12,11898,26332.0,,2021-05-12
532754,GMR INFRASTR,A ,Q,25.9,25.9,24.8,25.0,25.0,25.55,1669,880424,22194759.0,,2021-05-12
532755,TECH MAH    ,A ,Q,987.95,987.95,950.5,962.1,962.1,976.25,2701,68158,65495726.0,,2021-05-12
532756,MAHINDCIE   ,A ,Q,184.0,185.3,178.35,179.4,178.9,182.85,1257,61060,11061998.0,,2021-05-12
532757,VOLTAMP TRAN,A ,Q,1152.7,1195.2,1152.7,1166.0,1163.8,1178.85,615,3076,3637160.0,,2021-05-12
532759,ATLANTA     ,B ,Q,7.56,8.6,7.56,8.6,8.6,7.82,198,27267,231460.0,,2021-05-12
532760,DEEPENR     ,B ,Q,39.0,39.5,36.85,37.25,37.25,38.7,346,21767,826620.0,,2021-05-12
532761,HOV SERVICES,B ,Q,48.0,49.0,46.55,47.2,46.55,49.0,164,1068,51016.0,,2021-05-12
532762,ACTION CONST,A ,Q,147.4,149.15,144.6,145.15,144.6,147.8,476,7295,1066140.0,,2021-05-12
532764,GEECEE      ,B ,Q,110.05,117.85,107.35,109.0,109.0,109.6,71,6032,658712.0,,2021-05-12
532766,RICHA IND   ,Z ,Q,0.63,0.66,0.63,0.66,0.66,0.63,3,594,390.0,,2021-05-12
532767,GAYATRI PROJ,B ,Q,29.3,31.15,28.8,29.5,29.45,28.8,883,139304,4147745.0,,2021-05-12
532768,FIEM INDS   ,B ,Q,578.9,586.15,575.0,576.4,575.0,573.35,254,1919,1111093.0,,2021-05-12
532771,JHS SVEN    ,B ,Q,21.3,22.2,20.95,21.1,21.1,21.5,104,9237,198323.0,,2021-05-12
532772,DCBBANK     ,A ,Q,100.85,103.2,99.55,100.35,100.55,98.7,1914,184315,18659859.0,,2021-05-12
532773,GLOBAL VECT ,B ,Q,44.8,45.75,43.0,43.4,43.4,44.2,95,4390,192609.0,,2021-05-12
532774,INSPIRISYS  ,B ,Q,44.7,46.1,44.45,44.85,44.95,46.75,577,8432,376503.0,,2021-05-12
532775,GTL INFRAST ,B ,Q,0.74,0.74,0.72,0.74,0.74,0.71,271,4793526,3546033.0,,2021-05-12
532776,SHIVAM AUTO ,B ,Q,19.5,19.75,18.85,18.95,18.95,19.4,232,13527,258832.0,,2021-05-12
532777,INFO EDGE   ,A ,Q,4490.25,4490.25,4340.0,4356.35,4356.35,4490.25,7989,32780,143797018.0,,2021-05-12
532779,TORNT POWER ,A ,Q,442.95,453.3,430.4,435.0,439.4,438.8,1489,78696,34985810.0,,2021-05-12
532780,PARSVNATH   ,B ,Q,8.5,8.55,8.34,8.55,8.55,8.15,42,27015,230477.0,,2021-05-12
532782,SUTLEJ TEXT ,B ,Q,49.75,50.75,47.9,48.2,48.2,49.95,510,51319,2501903.0,,2021-05-12
532783,DAAWAT      ,A ,Q,82.6,85.5,80.1,82.35,82.35,81.35,5996,1365011,113970728.0,,2021-05-12
532784,SOBHA       ,A ,Q,468.65,468.65,455.8,458.65,458.5,463.4,886,16726,7711055.0,,2021-05-12
532785,RUCHIRA PAP ,B ,Q,69.0,69.0,65.1,66.1,66.0,67.6,385,13355,885008.0,,2021-05-12
532790,TANLA       ,B ,Q,882.0,887.9,864.1,870.65,870.0,872.15,592,13451,11766280.0,,2021-05-12
532794,ZEEMEDIA    ,B ,Q,8.4,8.57,8.25,8.57,8.57,8.17,758,228749,1934649.0,,2021-05-12
532795,SITINET     ,B ,Q,1.06,1.06,1.03,1.06,1.06,0.97,1307,8457478,8953839.0,,2021-05-12
532796,LUMAX TECH  ,B ,Q,139.0,139.0,134.25,136.65,135.4,137.85,209,4059,555880.0,,2021-05-12
532797,AUTOIND     ,B ,Q,35.7,35.7,34.25,34.6,34.25,34.9,54,2020,70470.0,,2021-05-12
532798,NTWK MED INV,A ,Q,39.2,41.6,39.2,40.05,40.05,40.85,905,167267,6818893.0,,2021-05-12
532799,HUBTOWN     ,B ,Q,16.0,16.2,15.7,15.8,15.8,15.85,102,11171,176126.0,,2021-05-12
532800,TV18BRDCST  ,A ,Q,39.4,40.3,37.2,37.6,37.6,39.35,4062,1412003,54701523.0,,2021-05-12
532801,CAMBRIDGE   ,B ,Q,33.65,34.5,31.7,32.05,31.7,32.95,21,1767,58269.0,,2021-05-12
532804,TECHNOCRAFT ,B ,Q,402.4,415.3,395.6,403.05,402.5,402.4,336,2623,1061622.0,,2021-05-12
532805,REDINGTON   ,A ,Q,192.0,192.0,183.9,185.25,185.25,188.85,998,42412,7920964.0,,2021-05-12
532806,AI CHAMPDNY ,XT,Q,11.0,12.03,10.91,11.81,11.94,11.48,24,2013,22990.0,,2021-05-12
532807,CINELINE    ,B ,Q,32.8,38.3,32.8,35.35,35.9,32.4,341,24951,897935.0,,2021-05-12
532808,PGIL        ,B ,Q,183.05,190.0,180.25,181.15,181.0,188.45,166,4143,764254.0,,2021-05-12
532809,FSL         ,A ,Q,119.1,131.0,119.1,128.25,128.25,123.2,10658,904959,114063359.0,,2021-05-12
532810,POWER FINAN ,A ,Q,118.0,119.1,114.5,115.35,115.35,117.0,5339,756337,88684075.0,,2021-05-12
532811,AHLUWALIA CO,A ,Q,291.65,291.65,288.65,288.65,288.65,290.35,4,5,1448.0,,2021-05-12
532812,TRANSWARRANT,B ,Q,2.64,2.66,2.64,2.66,2.66,2.54,8,2911,7732.0,,2021-05-12
532813,C & C CONSTR,Z ,Q,4.73,4.73,4.34,4.7,4.7,4.55,10,1307,6074.0,,2021-05-12
532814,INDIAN BANK ,A ,Q,124.9,132.7,123.8,129.0,129.0,123.75,4113,523161,67049240.0,,2021-05-12
532815,SMS PHARMACE,B ,Q,156.85,157.0,152.6,154.15,153.6,154.2,563,13151,2033556.0,,2021-05-12
532817,ORIENTAL    ,B ,Q,7.39,8.14,7.04,7.61,7.66,7.27,188,101332,777387.0,,2021-05-12
532819,MINDTREE LTD,A ,Q,2222.8,2275.0,2157.15,2163.35,2170.0,2200.7,1159,14162,30906345.0,,2021-05-12
532820,ELAND       ,X ,Q,4.33,4.33,4.16,4.17,4.16,4.33,19,7082,30050.0,,2021-05-12
532822,IDEA        ,A ,Q,8.16,9.15,8.15,8.79,8.79,8.1,109964,149469647,1317722343.0,,2021-05-12
532826,RAJ TELE    ,B ,Q,34.25,36.8,34.25,34.7,34.7,34.95,3,201,7184.0,,2021-05-12
532827,PAGE INDUSTR,A ,Q,29005.2,29072.45,28111.15,28242.65,28242.95,28980.55,478,877,25003834.0,,2021-05-12
532828,AMD INDUS   ,B ,Q,20.3,20.3,19.3,19.6,19.6,19.9,22,3494,69107.0,,2021-05-12
532829,LEHAR       ,XT,Q,27.2,27.2,26.0,26.75,27.05,26.95,21,4049,106350.0,,2021-05-12
532830,ASTRAL      ,A ,Q,1670.0,1683.9,1646.5,1663.3,1653.55,1649.05,876,7945,13225307.0,,2021-05-12
532832,INDBUL REAL ,A ,Q,86.7,88.3,83.4,84.95,84.95,86.9,4249,803929,68877775.0,,2021-05-12
532834,CAMLINFINE  ,A ,Q,168.35,169.5,163.2,164.55,166.2,168.75,1606,60162,10014721.0,,2021-05-12
532835,ICRA        ,A ,Q,3318.0,3318.0,3210.05,3235.2,3227.8,3234.9,87,329,1072336.0,,2021-05-12
532839,DISH TV     ,A ,Q,13.5,13.9,13.0,13.22,13.24,13.34,3528,2759680,37551716.0,,2021-05-12
532841,SAHYA INDU  ,X ,Q,364.0,373.5,350.05,361.8,361.8,358.0,693,44342,16163687.0,,2021-05-12
532842,SREE RAYALA ,B ,Q,286.8,292.0,284.8,286.85,287.0,285.55,199,2886,835499.0,,2021-05-12
532843,FORTIS      ,A ,Q,234.9,237.05,227.5,230.7,230.7,236.15,2248,220714,51445861.0,,2021-05-12
532845,TGBHOTELS   ,B ,Q,5.6,5.8,5.6,5.8,5.8,5.28,57,21208,121737.0,,2021-05-12
532847,HILTON MET  ,T ,Q,10.99,11.25,10.66,11.25,11.25,10.95,11,150,1659.0,,2021-05-12
532848,DELTA CORP  ,A ,Q,150.15,153.0,147.7,149.3,149.3,148.45,3662,297929,44892716.0,,2021-05-12
532850,MIC ELECTRON,B ,Q,1.05,1.05,1.05,1.05,1.05,1.0,11,17955,18852.0,,2021-05-12
532851,INSECTCID   ,A ,Q,538.55,544.35,529.0,532.45,532.45,541.75,699,9035,4839912.0,,2021-05-12
532852,MCD HOLDING ,B ,Q,39.55,40.2,39.5,39.8,39.75,40.0,132,653,25937.0,,2021-05-12
532853,ASAHI SONG  ,B ,Q,377.05,386.85,373.35,375.35,375.35,378.1,405,3696,1402542.0,,2021-05-12
532854,NITIN FIRE  ,Z ,Q,0.64,0.64,0.6,0.61,0.6,0.62,23,40205,24649.0,,2021-05-12
532855,HARYA CAPFIN,X ,Q,34.75,34.75,31.5,34.7,34.7,33.1,11,1014,35216.0,,2021-05-12
532856,TIME TECHNO ,A ,Q,85.8,85.8,81.35,82.3,82.3,84.1,1318,119308,9908944.0,,2021-05-12
532859,HGSL        ,A ,Q,1679.3,1680.65,1661.0,1668.5,1674.45,1661.15,79,484,809357.0,,2021-05-12
532864,NELCAST     ,B ,Q,76.8,77.0,71.2,72.7,72.8,74.75,477,21716,1623624.0,,2021-05-12
532865,MEGHMANI    ,A ,Q,137.2,143.55,134.65,138.15,138.15,137.65,3682,357367,49757006.0,,2021-05-12
532867,V2RETAIL    ,B ,Q,108.1,111.15,107.15,109.1,109.0,105.9,371,14813,1643033.0,,2021-05-12
532868,DLF LIMITED ,A ,Q,265.45,270.95,263.2,265.4,265.7,265.45,2562,264567,70726962.0,,2021-05-12
532869,TARMAT      ,B ,Q,50.4,50.4,47.8,48.75,48.75,48.65,253,8119,396981.0,,2021-05-12
532870,ANKIT METAL ,B ,Q,1.24,1.24,1.24,1.24,1.24,1.19,6,33100,41044.0,,2021-05-12
532872,SUNPHA ADV  ,A ,Q,228.0,248.0,222.45,239.55,239.55,225.7,11196,426401,101172020.0,,2021-05-12
532873,HOUSING DEV ,Z ,Q,4.81,5.05,4.81,4.9,4.89,4.9,188,140124,692331.0,,2021-05-12
532874,SURYACHAKRA ,Z ,Q,0.54,0.54,0.5,0.54,0.54,0.52,33,89501,48236.0,,2021-05-12
532875,ALLIED DIGIT,B ,Q,54.55,57.0,53.75,54.3,54.4,53.45,329,43806,2392678.0,,2021-05-12
532878,ALPA LAB    ,T ,Q,58.9,60.0,56.0,56.6,56.0,58.1,142,11583,668028.0,,2021-05-12
532879,SIR SHADI LA,X ,Q,61.85,61.85,55.1,56.55,56.55,56.85,27,1978,113685.0,,2021-05-12
532880,OMAXE LTD   ,A ,Q,71.3,78.8,71.0,73.75,74.9,71.3,279,8591,651146.0,,2021-05-12
532884,REFEX       ,B ,Q,135.45,136.45,130.0,130.75,130.75,134.05,1278,35640,4766536.0,,2021-05-12
532885,CENTRAL BK  ,A ,Q,17.2,18.8,17.1,18.4,18.4,17.1,10449,6528633,119586657.0,,2021-05-12
532887,NTL         ,B ,Q,0.7,0.75,0.7,0.75,0.75,0.73,13,28297,20312.0,,2021-05-12
532888,ASIAN GRANIT,A ,Q,164.95,167.25,162.8,164.65,165.1,161.7,357,16844,2781519.0,,2021-05-12
532889,K.P.R. MILL ,A ,Q,1552.0,1552.0,1460.65,1471.85,1471.85,1501.55,445,1928,2878171.0,,2021-05-12
532890,TAKE SOLUT  ,A ,Q,57.6,63.5,56.5,60.7,60.7,57.65,3045,536878,32464405.0,,2021-05-12
532891,PURAVANKARA ,B ,Q,78.9,83.0,77.65,79.8,80.0,78.95,2012,186445,14999513.0,,2021-05-12
532892,MOTILALOFS  ,A ,Q,734.9,737.3,694.95,704.15,704.15,731.55,1856,32683,23437338.0,,2021-05-12
532893,VTM LTD     ,X ,Q,24.9,27.0,24.05,26.15,26.45,24.25,337,93045,2398028.0,,2021-05-12
532894,IWIND ENERGY,B ,Q,4.1,4.11,3.82,3.95,3.95,4.0,76,28678,112951.0,,2021-05-12
532896,MAGNUM VENT ,B ,Q,4.46,4.75,4.43,4.71,4.7,4.6,50,4501,20390.0,,2021-05-12
532898,POWER GRID  ,A ,Q,224.9,235.0,223.05,225.8,225.8,223.45,13518,1588003,365327613.0,,2021-05-12
532899,KAVERI SEED ,A ,Q,775.95,795.0,724.1,751.55,751.55,751.75,7420,198339,151798074.0,,2021-05-12
532900,PAISALO     ,A ,Q,619.65,620.1,610.7,614.05,613.65,614.9,114,1506,922794.0,,2021-05-12
532906,MAANALU     ,B ,Q,208.9,208.9,190.0,191.25,198.4,198.45,373,8931,1728498.0,,2021-05-12
532907,ILFSENGG    ,Z ,Q,3.41,3.41,3.21,3.36,3.4,3.28,17,17316,57359.0,,2021-05-12
532911,PARLEIND    ,X ,Q,9.05,9.09,8.93,9.06,9.07,8.99,835,123743,1114896.0,,2021-05-12
532915,RELIGARE ENT,A ,Q,100.0,101.5,96.85,97.25,97.65,99.25,1952,161573,16035844.0,,2021-05-12
532916,BARAK VALL  ,T ,Q,18.8,19.25,18.2,19.0,19.0,18.8,6,1087,20438.0,,2021-05-12
532918,RATHI BARS  ,X ,Q,22.3,22.3,20.6,21.0,21.0,20.75,199,48343,1023474.0,,2021-05-12
532921,ADANI PORTS ,A ,Q,764.0,773.0,747.9,751.8,751.8,762.85,11670,768155,582191365.0,,2021-05-12
532922,EDELWEISS   ,A ,Q,63.1,63.5,61.25,61.5,61.5,62.85,1923,184945,11517589.0,,2021-05-12
532923,RGL         ,B ,Q,489.5,518.85,453.0,473.55,475.0,454.3,1775,31011,15051048.0,,2021-05-12
532924,KOLTEPATIL  ,A ,Q,240.4,240.4,228.65,229.55,229.55,234.9,527,19518,4513536.0,,2021-05-12
532925,KAUSHAL INFR,B ,Q,1.35,1.35,1.35,1.35,1.35,1.33,1,350,472.0,,2021-05-12
532926,JYOTHYLAB   ,A ,Q,146.0,148.5,146.0,147.1,147.1,146.2,768,65661,9676283.0,,2021-05-12
532927,ECLERX      ,A ,Q,1240.65,1240.65,1167.55,1194.5,1194.5,1231.9,752,4860,5791059.0,,2021-05-12
